"infinitive","infinitive_english","mood","mood_english","tense","tense_english","verb_english","form_1s","form_2s","form_3s","form_1p","form_2p","form_3p","gerund","gerund_english","pastparticiple","pastparticiple_english"
"exportar","to export","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I exported, was exporting","exportara","exportaras","exportara","exportaramos","exportarais","exportaran","exportando","exporting","exportado","exported"
"exportar","to export","Subjuntivo","Subjunctive","Futuro","Future","I will export","exportare","exportares","exportare","exportaremos","exportareis","exportaren","exportando","exporting","exportado","exported"
"exportar","to export","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have exported, exported","haya exportado","hayas exportado","haya exportado","hayamos exportado","hayais exportado","hayan exportado","exportando","exporting","exportado","exported"
"exportar","to export","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have exported","hubiere exportado","hubieres exportado","hubiere exportado","hubieremos exportado","hubiereis exportado","hubieren exportado","exportando","exporting","exportado","exported"
"exportar","to export","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had exported","hubiera exportado","hubieras exportado","hubiera exportado","hubieramos exportado","hubierais exportado","hubieran exportado","exportando","exporting","exportado","exported"
"exportar","to export","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Export! Don't export!",,"exporta","exporte","exportemos","exportad","exporten","exportando","exporting","exportado","exported"
"exportar","to export","Imperativo Negativo","Imperative Negative","Presente","Present","Export! Don't export!",,"no exportes","no exporte","no exportemos","no exporteis","no exporten","exportando","exporting","exportado","exported"
"expresar","to express, voice, state","Indicativo","Indicative","Presente","Present","I express, am expressing","expreso","expresas","expresa","expresamos","expresais","expresan","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Indicativo","Indicative","Futuro","Future","I will express","expresare","expresaras","expresara","expresaremos","expresareis","expresaran","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Indicativo","Indicative","Imperfecto","Imperfect","I was expressing, used to express, expressed","expresaba","expresabas","expresaba","expresabamos","expresabais","expresaban","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Indicativo","Indicative","Preterito","Preterite","I expressed","exprese","expresaste","expresó","expresamos","expresasteis","expresaron","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Indicativo","Indicative","Condicional","Conditional","I would express","expresaria","expresarias","expresaria","expresariamos","expresariais","expresarian","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have expressed","he expresado","has expresado","ha expresado","hemos expresado","habeis expresado","han expresado","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have expressed","habre expresado","habras expresado","habra expresado","habremos expresado","habreis expresado","habran expresado","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had expressed","habia expresado","habias expresado","habia expresado","habiamos expresado","habiais expresado","habian expresado","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had expressed","hube expresado","hubiste expresado","hubo expresado","hubimos expresado","hubisteis expresado","hubieron expresado","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have expressed","habria expresado","habrias expresado","habria expresado","habriamos expresado","habriais expresado","habrian expresado","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Subjuntivo","Subjunctive","Presente","Present","I express, am expressing","exprese","expreses","exprese","expresemos","expreseis","expresen","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I expressed, was expressing","expresara","expresaras","expresara","expresaramos","expresarais","expresaran","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Subjuntivo","Subjunctive","Futuro","Future","I will express","expresare","expresares","expresare","expresaremos","expresareis","expresaren","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have expressed, expressed","haya expresado","hayas expresado","haya expresado","hayamos expresado","hayais expresado","hayan expresado","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have expressed","hubiere expresado","hubieres expresado","hubiere expresado","hubieremos expresado","hubiereis expresado","hubieren expresado","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had expressed","hubiera expresado","hubieras expresado","hubiera expresado","hubieramos expresado","hubierais expresado","hubieran expresado","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Express! Don't express!",,"expresa","exprese","expresemos","expresad","expresen","expresando","expressing","expresado","expressed"
"expresar","to express, voice, state","Imperativo Negativo","Imperative Negative","Presente","Present","Express! Don't express!",,"no expreses","no exprese","no expresemos","no expreseis","no expresen","expresando","expressing","expresado","expressed"
"extender","to extend","Indicativo","Indicative","Presente","Present","I extend, am extending","extiendo","extiendes","extiende","extendemos","extendeis","extienden","extendiendo","extending","extendido","extended"
"extender","to extend","Indicativo","Indicative","Futuro","Future","I will extend","extendere","extenderas","extendera","extenderemos","extendereis","extenderan","extendiendo","extending","extendido","extended"
"extender","to extend","Indicativo","Indicative","Imperfecto","Imperfect","I was extending, used to extend, extended","extendia","extendias","extendia","extendiamos","extendiais","extendian","extendiendo","extending","extendido","extended"
"extender","to extend","Indicativo","Indicative","Preterito","Preterite","I extended","extendi","extendiste","extendió","extendimos","extendisteis","extendieron","extendiendo","extending","extendido","extended"
"extender","to extend","Indicativo","Indicative","Condicional","Conditional","I would extend","extenderia","extenderias","extenderia","extenderiamos","extenderiais","extenderian","extendiendo","extending","extendido","extended"
"extender","to extend","Indicativo","Indicative","Preterito perfecto","Present Perfect","I have extended","he extendido","has extendido","ha extendido","hemos extendido","habeis extendido","han extendido","extendiendo","extending","extendido","extended"
"extender","to extend","Indicativo","Indicative","Futuro perfecto","Future Perfect","I will have extended","habre extendido","habras extendido","habra extendido","habremos extendido","habreis extendido","habran extendido","extendiendo","extending","extendido","extended"
"extender","to extend","Indicativo","Indicative","Pluscuamperfecto","Past Perfect","I had extended","habia extendido","habias extendido","habia extendido","habiamos extendido","habiais extendido","habian extendido","extendiendo","extending","extendido","extended"
"extender","to extend","Indicativo","Indicative","Preterito anterior","Preterite (Archaic)","I had extended","hube extendido","hubiste extendido","hubo extendido","hubimos extendido","hubisteis extendido","hubieron extendido","extendiendo","extending","extendido","extended"
"extender","to extend","Indicativo","Indicative","Condicional perfecto","Conditional Perfect","I would have extended","habria extendido","habrias extendido","habria extendido","habriamos extendido","habriais extendido","habrian extendido","extendiendo","extending","extendido","extended"
"extender","to extend","Subjuntivo","Subjunctive","Presente","Present","I extend, am extending","extienda","extiendas","extienda","extendamos","extendais","extiendan","extendiendo","extending","extendido","extended"
"extender","to extend","Subjuntivo","Subjunctive","Imperfecto","Imperfect","I extended, was extending","extendiera","extendieras","extendiera","extendieramos","extendierais","extendieran","extendiendo","extending","extendido","extended"
"extender","to extend","Subjuntivo","Subjunctive","Futuro","Future","I will extend","extendiere","extendieres","extendiere","extendieremos","extendiereis","extendieren","extendiendo","extending","extendido","extended"
"extender","to extend","Subjuntivo","Subjunctive","Preterito perfecto","Present Perfect","I have extended, extended","haya extendido","hayas extendido","haya extendido","hayamos extendido","hayais extendido","hayan extendido","extendiendo","extending","extendido","extended"
"extender","to extend","Subjuntivo","Subjunctive","Futuro perfecto","Future Perfect","I will have extended","hubiere extendido","hubieres extendido","hubiere extendido","hubieremos extendido","hubiereis extendido","hubieren extendido","extendiendo","extending","extendido","extended"
"extender","to extend","Subjuntivo","Subjunctive","Pluscuamperfecto","Past Perfect","I had extended","hubiera extendido","hubieras extendido","hubiera extendido","hubieramos extendido","hubierais extendido","hubieran extendido","extendiendo","extending","extendido","extended"
"extender","to extend","Imperativo Afirmativo","Imperative Affirmative","Presente","Present","Extend! Don't extend!",,"extiende","extienda","extendamos","extended","extiendan","extendiendo","extending","extendido","extended"
